msno,city,bd,gender,registered_via,registration_init_time
c9vSfqPUaBF6NQ0IJNG1Y+DLoXBBtZKpYg+npiN93a4=,1,0,,7,20150325
s2jC50qx7w6r9Yucu+lmzW5Olmtj84WXB7XLokOoHZo=,15,0,,7,20110512
F3d47PgYm0q5aby7+KDPKD8JuJP4qMbj0WCv+2Z8MxI=,15,56,female,9,20060314
Z9D3BY6hmLzGlIfRkuC6w+FJF5V3Qy/CeDfctnAzMn0=,10,27,male,9,20150126
OUZhWU13CIzMgyz9Eoqfd7MNYyzN+Papk8GbJL6I/KY=,1,0,,7,20161223
jpPvbX2SfLEOJhUXxppszxDP4yLxo/Vbrxs3XT3TTaI=,13,31,male,9,20060611
IGHj54fxl6Htm1NZBeeZb7PmDE0WWYuSs6sbbmShQJQ=,6,44,male,9,20070107
yWOYbIrZQIs67i6Hbi1y+zkMXmyGrcsFkJ286VKZ4l8=,4,38,female,9,20070123
Dk8AIGz5uHQphjJxCpm6GTcw353I7IypKIWtMx3QOfw=,1,0,,7,20120118
Y7FCNKVoSxnbcwhnbGTUiI8Z/kJwoSmHalKrOe6XhXY=,1,0,,7,20120202
ufOmM1St4Eiw9NLw0t/Kei/WeDPglSTm4POMWaCUW14=,15,28,female,3,20120324
sEyfH25eEodLJ9Mq/scr2Hc7uQUWBZPxWs8kAlC+sXU=,1,0,,7,20120403
ep6hdz+OvJHRqiVrNzqRu2ibs7d5e5y7IOB5DTpZljo=,13,26,female,9,20061112
y/sPdBi8j4/eTPeQbX1s5JstXpmOYnzu6oZNl97am8c=,5,32,female,9,20060317
3vdsEfTcfMBEeJW/g2TiLAGCTcHFnzGerLlolsZ/Qnw=,12,24,female,3,20140523
N6mpXY+WHqLRHMmA/bA8M17p6lh8EguGRQYNbXXRiAM=,6,17,male,9,20151123
Vfj2bdCtmevge2spi2HISt1/36ip1OwnHSmszTKPFss=,4,30,female,3,20130424
PzyCff/wlXoa/+dpEiBgVnmrA/SEzjnlKlfb9XEpY6o=,5,49,male,9,20130523
wQvOq1P9NxaSgF6jpT98ZGOijUX/sfvztkPk+E6WaLc=,1,0,,7,20140613
8noWvaSJbkQ7pDlM2wC7dtFaDQNYGewrGF04O07A5Ls=,1,0,,7,20130211
ZNm1DSJkTqEEx3+ygLCs4iFEcQRhR0qY380DzRCcG2E=,1,0,,7,20160206
BMnOZJJuXu4glDc7cxOtGYHR2zoFnMmJ4NWmLqq21C0=,13,40,female,9,20041207
8NA6+WEZD05yDMNaYnZEO5wF/iKtzOhD041UyYWoeTc=,8,24,female,3,20150913
tfeLHxAmcdRmdZTVEDjrcDD1oO72wIojsqRJlhKsTnA=,1,0,,7,20151001
E4hekvHcpHC+xce1btzbqdhiR0b+bBgwrSPyajgFBNM=,1,0,,7,20160327
yZW2RYftLRjCJoI4Uz2dNpwKEaYzbDqgQ8i/0slnJw0=,13,27,male,3,20130112
F2lxrvjBvnxyFpxUs3YaH7Sk09oal9zQYzRAXAwvm8Y=,22,25,female,3,20120718
+fvXr5IGLbPF3DgdgHQ7ZMyapRnXurOaGB7G+YbX2ZY=,1,0,,7,20140516
9f3zcgPvBTqGySTdP4rwdfhSXCgRPN/eEGhsnZBJJF8=,15,25,female,9,20130814
gq25V28hpdwg41uNFtQQrKdQEJS4vd2PeHPktNC0aM0=,1,0,,7,20130820
2C32Z/QOud3WvGiiFO0KZpzOlBbft1VN8EMaXYjyf+o=,5,22,male,3,20130829
ovarTIAl8ePdb9Y6RFhEDgKxOUTWOGCErNzRuUvmorU=,1,0,,7,20130914
QICJmikgpIHyqPGGjG9LKMXocv+Fgt7bdcZyEwWt3VI=,1,0,,13,20161110
wmf2zxryQ7lF+qVTsmQUfrfsgK0KC0PcgeoktxSF6P8=,1,0,,7,20161218
KvKwy+rda/9vG+In+O2e50GuE/DpN/DlCGKGxNf3Dy8=,1,0,,7,20100511
m8JvRFhndsZ55PbiSM7dIVaQf31Bdf2o5bKzKm+N3Ig=,15,46,male,7,20100803
jkLqdA9yexLcYFuGHTj04bEl37YwDOKCgcq9U0gfJiE=,22,26,male,3,20120125
OF1HINQUE/r3ldKVgotgGMIicV63B7+dsncAlF8EXqU=,13,26,male,7,20120205
YxnpX6V8aFu1m6lBLyDIe9lBt/vIZI9YpUh1zGYHSfw=,13,39,female,9,20120520
4KT5vw7AMoHvIyJwWxJc+P/QGkMxWf+Fi79exYFF2aU=,1,0,,7,20141211
cLlXuoJhHXxHCXmPp0aIt/nn6dpmnlzlWelwyFQd+9c=,13,25,female,9,20160910
/0w2VGNQewGVcn0tg+Nc/wuDqzh5XHZgXnDJhPq3s3s=,4,28,female,7,20140917
aUI7HMLRRC5szd9IeV7udhckYCCyBVvSlCUrHwqvYuc=,4,24,male,3,20140929
zfOvtnj3BuCaUM59Zw8yoNjd/aDBECjlsJrvXxUQ/y0=,22,26,male,9,20040711
WpkkSXLF4lBOCSd38LXreKvnSJ6EPMbfcMYoYGmvKTw=,6,33,female,9,20070205
3KtHJ0WzrdRMmfZ2oMl5+DdGHWy/6rzHjutdyD4O+WU=,9,28,female,9,20111102
0LbWa9NENwHOsJ+qH8ccXx51EG67iZxqqR6vU8ghzyQ=,1,0,,7,20110122
8U0kg6SlLT3gk3HTcSkzYwHkaaKGxv6VzzGWB08axWI=,1,0,,7,20161214
qvVYcTIyMfBMmH1+SANdcU4XYvHkxn4kyqgBC8fEkXw=,17,31,female,9,20051013
Z/G9cSNxqb5SQqXFjkRROYhXPemWzI33U+0f5ptxzeo=,13,37,male,9,20060525
bk82jtjwtEhPSX5mZXlPo+obTC/Mz/dKPUnppZiqFHg=,13,23,female,3,20140510
AI/XzGfqLi1pBL6JtOBSuoaCJ80e6PUY9PG/Q16raI0=,4,25,male,3,20120918
MsN+29O7mCtvON0c/yE3OEDxumQ39OeejYswkc4muos=,13,30,female,3,20121221
RCSssXexel+MUcXc01yWV9aP/MdGISLooZBiyK/cFi4=,1,0,,7,20130808
pYbH8EKmL+Cjaop+s2BmGaSZ+/A+Lyl2iV62MgHGZn8=,5,30,female,4,20170103
twYE+BVJshAReOQuBExSQPbeMBLfE5dPqrjfzBunAlc=,1,0,,7,20110808
11RYZuAiTxP40VJ0hN2DX2+GxYBXcxsAR3cTY7iiykA=,1,0,,7,20131224
Un/Ql7j37qwzKtkdOdLJcPKzamXunLlpYqJzJ0EyzEs=,1,0,,7,20121109
+Ut/bfu1JeFooo9MOj4/cO8N/Ey3av9elP2yasANtFY=,1,0,,7,20110623
ma1mT+lPX1B51Y5y6v6nlIZStrUjXpKKRUGkSo9Cheo=,13,39,female,9,20041003
tYeLRL104j2vaAs59g2hOQ+JjWW0x7uTnxQj44JCl34=,11,36,male,9,20050802
xiUpdaQy+w8JoV5fn3sOFr1+MHH9B8mxeK0kbSsDBqw=,1,0,,7,20150928
5R49f2WDy/dfhVQfaX34vWq+cJucfE8hZMBfaGQVYGU=,1,0,,7,20151009
kGf6tPNLKB1J/GocZS2ri+rRLFFkPQLmH2Oq6tTqF3w=,4,0,,3,20121201
a8ZTL2N7Tp8wxaghQRKiTHopZ1HHCrD7oD01d6VLcBk=,1,0,,7,20140817
jfbGvU6u+Die2t0RreZbCHWaArsIcOnsbRu6UxNazdI=,15,36,female,9,20131029
bXA93Ux/LqiUY68kHYREcQ+QwhExIymPIEP+PXU5VBo=,15,39,male,3,20131201
LzCUnfaaCrzPdzxkknmSyrrILqKWI+JjkxjD7iAmMWM=,1,0,,7,20131027
x75V3oiXEw+lxt2D6Ojw01tsXmRo5VEwqqdXLT/iGQY=,13,30,male,3,20120505
ciYZdSlV3YAsxVWk3u9Li9/Nk6tRZvFNntemNZnx9ho=,22,32,male,3,20130711
0Gl/h+y2oe2/PeMP6rgyulXuTjytK6Qk0elOnTFcDYU=,5,28,female,9,20071027
oqVT+P7r9cBcNSrIKIo1m4Cwmv9yQfA+tEaszPx/oeo=,4,31,male,9,20071116
YDhzFBBujewBQbcP5AzwI6SGOXSUKNh+N89sEHj8dME=,6,29,female,9,20040725
s7hlZLQCUYNWkOOP8VkZ+W89MjMhNksE7Drv2Ro6EdE=,11,25,male,9,20050909
l39Dgwvu0rMq2wTW7lTTi5+AJav5Yj8Hy5hozZoYa/0=,1,0,,7,20160429
WQc2gHgNGfwSyQFb9zLlgIZLtmhNXsXfweSQYfesCh8=,6,44,male,7,20151225
gtoASaiH1dy9Dfergn3CEprJ51pn+t2RYBdPQfwpdS4=,10,28,female,3,20141007
8BCcA8RN9R4iI7+78dINqRSmIKz2IGXd2WrBgqWi/1k=,1,0,,7,20161127
E6203faiwXx1cCgF7bNiJa6s3FjnIRAeepps5GgatR8=,1,0,,7,20161212
lRVUZhPr5rLxars8Yn+rFJYYs9sPQPtrP5RnOw8nVAA=,5,22,male,3,20140616
Df43P1yWlGUg9m3U8cOXO3i7FECVFlZTlLM2pX+G29g=,13,26,female,9,20070630
ivfanMSugdssOuYiu1DP+sJk/rBAuSIzgBwyS5RW+yE=,1,0,,7,20160807
0+ldJOKdCb1SNPyfCo4JoRESN5MwkHB+K1NU+7UJELE=,15,0,female,9,20040625
cBsouYeFlAJBS0cC5PghwouQhAF1EZ9a0GJNEzlHtkk=,1,0,,7,20150103
KC2l7htv068P72n79icWCad8GLlSmjc5vHq4VroZcHs=,4,27,male,9,20050807
KQ3iCN2GN/gOJ8M84gfC1uCmUaG3FIW5Z4ZMhrmUAaQ=,5,38,male,9,20090627
nT/aVpNQ9OAv4LyFjiV35X3DhkF/H+OAuUJxB6sJXb4=,17,29,male,3,20140404
/9lClUZQvbixVZdOlFgRsKhWiiD/bql8Mlnoo/YHWq4=,1,0,,7,20110211
x0SpIlaHjsSkdlhF63g4WDG9ALgL1AaB/tS2TrOHzpM=,8,23,male,3,20141022
ay/gSdoABuZs4EPFwBXcQb4s1UzQi46Zvj9kzgfwRKU=,1,0,,7,20130312
khh5aWs6xUYhv1EJMaYuIIosU9Wo7khJ5chnoy47JJ0=,1,0,,7,20141126
Fr7L2fzzlx4KCVXgEtIFkhC71KjtaCpzb/WDxvjkpUw=,1,0,,7,20150930
O9uWLEU4tQ4yfJHKhMSF+LGBcj91QKK/RMgyQrWtzUo=,1,0,,7,20161130
ctZj6Zl0Mo1hY1kM1hYvj+xB6Eu/twTWG73WRZbIHsE=,13,34,female,9,20060717
WStpzwyrYzhOSfWofWLFTau8P7V3FBo5sQZpxpKCnKs=,14,34,male,9,20070331
ey9xnSJkiiY5axlLnJT1NZCAYIG455uZby4sCi7NjuA=,6,30,male,9,20120316
KpAfMIWp/scZQCtNw9ua7sQnk3xvj7/VPZmiKm5thU4=,1,0,,7,20141029
BJ970qRBVtv2s6KEfT5K8g+tQElK4vZeENbnqSDDFRo=,1,0,,7,20101004
EbJZZrz+RhfWgJrNFTR/WULUgo7vVQPh2n0R4fAaKYQ=,1,0,,7,20101004
M9MJsr4k8G0KHxkyelBV3MVs/mMVxrplGwr3nuFIwJ8=,13,35,male,7,20151209
KpyqXXJBd7J0Y3bQk5ELxUH9a77IWeYDO8Mqb4HiKME=,4,19,female,3,20140617
Wba6Yd/xi0XAOYgL1avgkI7lhMtzEgjhtlNz6BLEAB4=,15,32,male,7,20141028
SIVfn+2i+4ooSSEz8lTs3b3j45KouZ22H8t+F6796PE=,13,0,female,9,20141110
GuYEhUquX1VLr2vYTzH6/iLABJ8yCf58PcNnw7Ei+AU=,1,0,,9,20141207
VP4HGHdyP/ApIQqFBqYhmLA6XHNaGFPMWUEt7xvqS3w=,21,27,male,9,20071029
cZkHhQzveKKdKPDXqjeCmrohZ62ywt1maDWYs4qmnho=,6,28,male,4,20160805
cdEUSgCULElgmutddqdmhqPbdcKsqsRnwjgyln6d73s=,5,39,male,7,20120309
Zgw9r3wzxspfIfsWxohFGT9cD25ihCwtbb95R10RjII=,13,21,female,7,20151110
3HeKg4XfOdrAE+KPw1BMN2SExvHA0LbakQgV042u0vQ=,13,26,male,9,20071209
6WoIl8xhl3kYn58PLUNYIJbbe5QtVV1BtGniTX9uXpE=,1,0,,7,20110613
C+WEjY7rUVo7q/aSyyD164COeN6BXQZEf6YkRDNRXY4=,13,56,female,9,20050323
15gMFnll6z/tJOdPhHv2sCjXXzACuZBWrS6zlxYjWsQ=,5,30,female,9,20050805
cTyHipzhGa6QjsZezoh4LEBz+B8EWqN0RDhJ2VHUhc4=,1,0,,7,20130424
Zm3JutEXic3C+SUwm/tG8BrO35Dr+VxRdkhas+Nxd/8=,1,31,female,3,20150823
qKQxWlUYJqi1+FseuUKxCJ6UzFfie+oDnzCuBcl3UAc=,1,0,,7,20150905
i7aWjVmIPiZQxbMVFG5zq9lmsa8Dbt691VQkalz2+Yc=,15,23,female,4,20161217
TdXa6zxU00f+nXa8jqa6Zgp1nCjagSsksFf1PjleMkY=,4,32,male,9,20090221
bTQ1anC0+zUMg8ZD6LOR7RKWz+w+1J1EC1uMuC+CB2I=,15,40,male,3,20130206
z+9BSRPGQbQcKOAg8AWm2JoH8ebInCNxUqXcihjMfJI=,1,0,,7,20140119
TGH6/PPs+UghS+4jLlrXRdjOf1bVLI8dtK+D9AtdNVs=,22,31,male,9,20040729
arbknGIFvPD5xKEdM5eMcOnLiJtQWGvrhCcCo4crzGY=,15,28,female,9,20060404
nbkAPowYNC7vxPl+buqXUKhSgZjhGbBaOHeu95S7jec=,8,35,female,9,20070407
DMQoyZ5uE9Wd87Y7xaMxm9pCeWQUejDc78UAtgLlqVU=,1,0,,7,20121007
MjJ4hKjh6g0B8wZnQJd7cS8zmRGH7KCiUXK6+BCXoMM=,5,36,male,9,20100912
AG9QrMsPQdOEt7pbqdcXgWJnqr4ljBvGZZkcyUr/jCI=,4,0,,4,20151230
Svo907EVxpBODZt9KUfgXifo5eq499oS3RiXwUrVzyg=,1,0,,7,20101015
wCp1daBRslWR5nyQnKnhipKA+RbiSYsa79t8+mhosRA=,1,0,,7,20160802
cHzHMpsqUx02/immpyEnu6wTkr3srAVYHot8iLqY3U0=,1,0,,7,20140415
X5hpgvSjoU318TE+BGYLUR9lRbM+6XMIF7hgM0vVS7s=,5,42,female,9,20150111
ASZTDZBKASiIGtQS2k1YSsFzL3mUh+wnTXqJWcmXLkA=,5,23,female,9,20080318
1ZOUc0V/bivA9yGLm10tPAkiE6BXDoGbNW1hsBClA28=,22,32,male,7,20101117
Qklsrcqf0XVznwzQtYvY1nGo6VAkeGvwKDErzDrI/c8=,13,0,,3,20130803
WyNRpIdbr5pumsneZCgvPSSGpRJtn0t/dY6gMHSN310=,11,27,male,9,20110822
pKY3JpCGkutaFaAEp8cI6GkuqGNoWCOd7yzpnC9ETTY=,13,0,,7,20111013
+O50+hIg3aklH+wU2wC68uNYgJ9fR7zt4GxRrCJzXZo=,10,19,female,3,20141113
KMNIxpRGxDDg++aUCWuUE+i2r7HqCsZKDhTdAzSib2U=,1,0,,7,20151017
PPMZmxAGfnNSBBQxZXLVWTV1lsC7HbBNeIIqvukbQpM=,8,17,male,9,20110710
jQSKJ3TmnnP0wg6inKzE1o9tphtNKNs5tQmw2yQXdfs=,1,27,male,9,20140518
pI6g8mGkUbGhsbRkyYTHUTexxm6LbvKBjdhSdNM3emU=,1,0,,7,20140720
gqbJ/Xi1tVfaJ1Nha6IVbdhLZ0AbF2vadqAYsX12XvY=,1,0,,4,20170103
9H4KrKN2iQHy+SsuXwEyIotHlUrJ5X24hvD91alQJWc=,1,0,,7,20170117
K9APKibNI/C0r2Es05gN/RZRpMWVS2SsbF/oVNUqJe4=,12,31,male,9,20070429
Y04UPz6J1hhFk+MRYAqH/deeAsp9v+seGolHZYT8hVU=,15,34,male,9,20070521
o2X0+zpgRMtwOYSa2HeXkPZr7RyWJnaN/tcLCNLTJ9Q=,1,0,,7,20131111
nGCvumUXA7VLzQ5rMXaULbImNBSxJrsh61MeG6Qkjkw=,13,30,male,9,20070623
sRQ92Qg1Dy3EyW8rw7ayWkAA8+pwwO83GIhcBUo/tX8=,13,0,,9,20120511
16SzBFm9qqrXot4mJkTbuetZp8707AX1e497aapPY0A=,1,0,,7,20121222
x1YD1Bk+9Dvn7QR8LBby16to5ht4t7xrGgvEspqP1lo=,1,0,,9,20140818
waND4wQf/tuW6Lekh9Zjg2L+V0hQyIFENRhK1E0mCC4=,1,0,,7,20140122
2gP5vf4+ZdE+9WlGiHfo/LjDNvc4eKaa4/YMpkB4pv4=,4,35,,3,20140422
e3d2PI6RMFtunqJe8XfzL7Br8nsCs2TwmUuYSOV0pwk=,14,0,,3,20130113
d1x/Hqmx+1hbofd4ImoOPoudOoD+eRC2f8bZvE5X520=,22,18,female,9,20130406
TeGsB5xa+WHGIZ76GGbtIhQaH1Lyxg6ZJ9m6l+2EYsY=,8,26,female,9,20130501
ybcYDb67W8LiejCJ4oVRCWB7+7b7aK+LsbvaLrbqqr0=,1,0,,7,20151219
jAFKVU7Ruj8+fjiEOxQXeObXZ3N3wo6oFscPbfzAN1E=,1,0,,7,20151107
Dj/71V7djpLurOBJMBk0RiM/mtWN8FBpwy9by0dt/3E=,13,26,,7,20140804
AxJWYD0Cj/4kSJEysjumLrbFIKW4lN9T9e60x651hE4=,1,0,,7,20150730
mE7IgY088OhkriYrMYggbKXdJkOfLGakIKCzJqEzY+M=,1,0,,7,20150811
OqjWGbJ/VlHM+FKhL4BHYkS+qZWNfEpv4DO2xM75A7s=,1,0,,7,20150811
fkrEPJKODNqORHymwQnWEKM9ckpnRKOBstl3zK6dlq0=,5,25,female,9,20111007
X0PSmBezKQz87f6Vb1P0mIhMVor3r1DCJu2c1fnc4YU=,22,34,,4,20151127
3cWYGw9x9HwX4wsqamsHvtc2zUZovCc+Z/n2vvWM8XI=,1,0,,7,20130811
ngtPs6XAgmDTXuSjYQpQY1DDHrzl76LBHVvVoG+jP4E=,1,0,,7,20151116
5VQCQ5huUy+syP8WmFcxX++Xtplu5R/FGGiLBt3BisE=,1,0,,7,20160131
hksDoZQF6XnqTFNLn5lDKDzjc16Y9nDlFyro4fv4WVA=,5,34,female,9,20090822
4HBYbxIdu4q29LJ2Mu35rnYdhDriVsS+Fu1ed0vd0oI=,1,0,,7,20110611
piNv55sN2qx9SCM7+z4JBkJ1qUikGa09QUAVwRuBrG8=,1,0,,7,20110313
HtvMxYlJXVh1MrxTZUuHRX200yOqfsQcelrnyHUv7/s=,1,0,,9,20140714
+SWqM3l4iWXvdcPBqajcH+XcridqittkJOM9bwyRvEk=,22,30,male,9,20070419
NwX+uRBictql1fOqE0EHyxxjY9gmvC2ThEplKYsfSDc=,5,23,male,9,20140401
YKzKEImWCC2ovGXHeKJRZ4cUJCTvlyOkGsU2/hrMxTo=,1,0,,7,20160728
XcweDYZXExl7ife257x9SNNddu0v1GKpvItlCb1AV0w=,13,26,male,7,20110105
/a16zGp8oR7sCisCYS0m5qrz4i/VnSK0LUcO/CqBapU=,1,0,,7,20110323
zfjkP/rmPpCdbPddO21/25XEAS5xqJQuXIvGXPF7Aik=,12,18,male,9,20091029
Bj91rtWaU60dGcutO6q8v9iW2f6RRoOhBBMogjIzgAo=,18,28,male,9,20081005
HkEpcPc0LWeqK4VItiuac1qCSlvvB98/epL7WIzUXgQ=,5,19,male,4,20160816
6c00nVWTNPEaNPDt4mmzK86LVqN6DpCxUkcG/9iGLjs=,1,0,,7,20160820
4tVaKEO5eSv3KtIuiL5QCNb9NOBw8MVkQA76OX3HC6c=,13,20,male,3,20160423
oVIbxyKbzisOZJhWuMUUSgOjSP6mKH5oEvG+ylAuzj0=,8,0,,4,20160510
wVi1sA6qP8cLZOkxMeLsxGa96CphICdde16fc1lRaFw=,12,26,female,9,20130715
UXSVXhBG2AZo2MVJDkv/npdBO/mYicEr83edKXaPVQQ=,4,24,male,9,20130906
kcd9deXftfWZ4JZOU6OjQo0bkczp7yOzDuVk8NEbDSY=,13,27,female,9,20081227
QMdjyfbV+QZSmRP3DoFEY4yaEsbL2z7muS0ocSO9LvU=,5,25,female,3,20130508
IX8DS/6F3CT1tunnsBR1XgcmtmVRXDttKRuV9Lktu4E=,1,0,,4,20161020
VnZvVNrt346JTiTLvIrp0CfkPFyXfvWI6Lyvt0dx0I8=,5,32,female,9,20091229
/h1+nMTx9+vu24p9azy11rBfGVTaV3B5wrf5IpPESnM=,1,0,,7,20100729
9xcDU5ZWmvqZTox45yfSdrofErnjZcoaDcNK/67UvtE=,5,20,female,9,20121201
66qWfybNaYcwh3aXJvYCpt957WslpMFu2CS2ULU5Fls=,1,0,,7,20151116
sENEQtqRawvg5Ww+7gBk1eLDXaPi61y//xvWD3Dsqx8=,13,26,male,9,20140505
deiaCnjcsoQA3vJ0R/KihVh+mHpobgbUe/qt0iMp7l4=,13,53,female,9,20120620
wz/dzkBiCg6R3F+aA2xdWffwMVthrQDkYG7aNL3eDuE=,13,37,female,3,20120819
SCMMmFfBVolDfHThfZZ00SuHRx/zw/h0g+uMFzImSwM=,1,0,,9,20150525
gSeq2j/mGVFp5iQtzJvqQ8UHzuITjONroVis7jTX46E=,1,0,,7,20150514
Dmjl58k7hNym957ZS5xLWt0Uw8G3chE9VAP6H2SZs8U=,1,0,,7,20120102
nkgiOQ135dPiNEB0uph2lgpaETH9aQQkB1uL1muTpVM=,15,29,male,3,20140303
r3RPPPZO0l04D6E5hDZc3xP1is34WFDYiX9dvFAnPVQ=,1,0,,7,20140307
bn8bmeyZhO1Mv6/8ax9A6Mv9NzJPJCYpYl+pI4CzPN4=,1,0,,7,20140325
3yvMKZFgjfj0EKNQxQWNhlatgXt5BiDi5YvSUNNIbyQ=,12,35,male,7,20100418
/2dwj4ZvX6ZruQ6eAizG/YbROD3kKg6hMG3+dmfYP+g=,13,49,female,9,20070201
g1Pg+DFDbRhTjJrVMEBWSh6nvWlyUG5Z3DFhQ3SMSTc=,6,27,male,9,20070421
eU6HPQowFrbH1SAaAEccx0pYYJ9GWTzPSgAF5KnJWG4=,3,26,male,9,20110225
6k5lOtX8P6JEGKzC/bZDNR4rtgPDN2vWxYs9l6bGb9c=,17,33,female,9,20070417
QPf9eIDVhO9zTWCQl34uiLezU/RRf3p2LYcVON4MvOw=,5,0,,7,20120123
b58OzFiopTOSI2eZ6JQM3BRl8xyQ4R6FSHGCaUCQ3lU=,14,34,male,9,20110430
4ehOBzt8Yl8h4to6SrrYprHcCOMU4WKYiXlyHmJsCaA=,1,0,,7,20110603
IAr24X0VBw3k7Jl16DYBVSmWaXlPFb1oh99A1rf2Y9s=,1,0,,7,20140509
/qB134yROVt2vdChWMIRBISMv18JvIZlDM+H9Suk/gU=,15,18,male,3,20140611
wItumzWf/Lke8brgLNfxc6ViRpKPEJ5Lm6zgpYEKV/4=,1,0,,7,20170113
x/mIpOPDJIY6NxNQRD5b29xoeekXLi3p8CNmMNivT0c=,1,0,,7,20110202
