msno,is_churn
8Qhezrhjs38rzhxtm0OXJ5DtI1xF5/FQvsEW6SG83oo=,0
3yrzFlg1t4sDLbUXD4BIKVPWsBPODDZok55tMJtnIf4=,0
nt3D2VDSjjUjfsivrZBFyA1TtBxxmdyxkzSRB+QMStE=,0
iW+U2JUzwZ34k4EFg3yWZ+bZew+ivOkSGeb8zyGIU4o=,0
5t8vMpS1SSss1zDbPlMXcj5Zp9H1kLMQ6C5HOAVRahY=,0
zeVq2nbN+4gKEnA8jJpwNUmTNMtwkWg8ImMs0H3mzJA=,0
tQViDPvarkcsQp/bDNvlBfxmy20/itYQwpM1TF0gIEI=,0
APUmew8ru+blUosBCyn/G7L3R5K6kSr+LhgGKCevQGs=,0
GcXFw0R4OO4a5z0SWesBtR9EWUfuackscFX3VKcZEhQ=,0
k7anRN+3xit/CnSjyrCclwi9Z19sDT/fg/ikuMPMrIw=,0
qYk5uUHeNsnBDttPBLU5XErmX0wN5ztGp+OUw0r52lk=,0
2aQpTwcWXU8HoOemv64aLErWdS0BnTtHg2ecNJPKA2M=,0
t7JbnB9yT7O1Jfo8SgU8RCMA2n6CUubZE7ScZaiB+6M=,0
0/qoWTRn71csduyJ+gwgxmSwW+mkqywHEiJUgQ6DBio=,0
CAukFdkv57HpV3VymZIJCh304LnMBruASNsV1t6DAC8=,0
5jMJ0eghxHUQbY6EUopnZ7P4u1qN6ZxjSallyyBKO2o=,0
0D8gI0o0Tl46qJBIljxwoDCPeP4yhFydECE3tioykL4=,0
my9Aa/BQ/KTcwta7yojYad8jDBLDsORNV8egyxQmC9Q=,0
TdDziS+Kn+Rq9r68eoOHUChVAzm8KmdGPenyHW+bRu0=,0
sqrqdXKwCgv51KTbd4EMCGWpI6ebY8UjfqN6s8IniwU=,0
6N88vCCwIbmHkR3Oh6VJ1ePZdheqR1H+3YJB8VKcZv8=,0
FSSvrCMRiDFRzx1bQVPMolkkNaF4x9iW4oMKmrKj6G8=,0
7bZlntJUk1a1LRsUBoojnHZk/olvArXul9JEIUTeaRs=,0
h/87xzvgpd6mBzIiQIc7+x4sWWVO/biAsz2dJdXB1Rc=,0
RBdnXVHUj2Gj//e9oh5GF6ZlhiRDCFClPAtFEiOqxJU=,0
wSxdF8fdazXquJEdxs9Adz2l+E8jAntaA8ciSA/0wsU=,0
31qDb8yaeesLPWSH9aZKiPdWz/VCbi8aINSA6LOdJ9c=,0
/VnYSK4TeVIySf3Pckkrxj1S9cpChXRaJ1Bxpdo8BhM=,0
xsJk6pMNxXMFW2Qh9FD5QH9GlmYsI06ZN4R4LAyMGTM=,0
BglinvFLUDWD1N3A8jCwd/fUULK3A+Ar4cSOck7ssMs=,0
vjdmckHrM+jL4SXQLTAUOMtWZTiqUC5UWVRxR2981fs=,0
2oGfIgM2yXOW/KDDkGG37uB21ATvQrfw0jyP1lR4tog=,0
deJZn/WM6Vq7T7IGcQvjnrrq0uciDl9+JSxc20DQTEk=,0
J62li5NawsMW+jfj19NzS8S2Xd3wuViTHUMdqht7jQ8=,0
l46Jk0E20EgSjzlyJEFFFAlS10ROjKg4MZHXMGYjkhU=,0
YxnpX6V8aFu1m6lBLyDIe9lBt/vIZI9YpUh1zGYHSfw=,0
LT47l9bAjDBzZSLImHd8dqdyhp9uFNsr7BhFVi84NSM=,0
Ew0R8iD1BNkdfGfO7AJMRNp9SpDmmTGG/WazSAa9nrg=,0
QS+5pugXSHVpBPfany3Ij5ldOKwn6yS92aqzi6XCp0s=,0
x9A+wsbogEkCVp56uaCEvvDwgDbt+C9pnBF9upKALCU=,0
hJN0rqn7Lg1vgQDEbCqQlLgOd29+6OwPNnQrnXbrjCY=,0
IM+N1WNoAkFFP7PXC3ox9Cp12fu1e9hHF7txBeVwPlk=,0
mCXeSRvsAkSUKsFMb1Py4eTFdeGAx0zFaPT4UUevykY=,0
hsw93R2iZKKF4JSjmhqvzIj0CL3ZPw+g2jlu212tWDw=,0
CtiwyZZZumDg+H8sBqGhzA7UpYFK/w0i2taGAegjIfA=,0
mVj3XcxHHjl8Pk31NfX8GZdc/wkGZbGkEHlO5KtpUr8=,0
4gbd7p1LkqbFultIuz1fpWl250Y1/6Chm7XIobM4e2A=,0
95PS76M7Gst0jrM/pzN/2PBt5DoepvlzT+K/nPUvE2Q=,0
H/KgNb7UQnhKnuVZuclOYUCLqcvNJXwgU4bOX6niVnM=,0
74m2jO8B37H9+7Hhy6pWYCHDhlvB6usYWU58wavjk4k=,0
m3OCEnV8EAKm12fnrWyk0ax5LLTu1Dww3HSp+ablHIM=,0
niswL3msYgAhrGIxe0Sh/gZcjYt9vNGkytS4xdN0tqs=,0
3frr6BRJOInKtVasBoI1CK/ylrB7aqZDf0IOx/ymPPY=,0
aL9jh3lq9Kf4I0OvmbWCX9WUT9gHzAf9lRmAqxlRWXo=,0
Vw0QgABttZZJNHIht8l/1SMRzg/6SWICTUg+w+sAD6g=,0
KJxUimfl5Smr23KAf1kf0IUscAVNKnYr3ZL1iyxu2gg=,0
HMDKaX/G1JzqnhCJOk0QnmIlNGRjF34FS1NQTa1+r5Q=,0
wyllLnzT9KbdWvBDo9bi4g9xJXyZO1VQPez5SvskI1Q=,0
26f+iN2XX5V+/aDBVKujg8NdsP2nwpw+SRxtkzfao34=,0
8ZoprIPy2HaQC8ucz0da16v36AHUPKEDJFI7cQZ3Dfo=,0
+1J92Q25ZXOs3CdyPJMX3bBcCnh9acDM2pJzuhlouUQ=,0
qbp3wdviRJBdIp4VhlRbgOn1ka69ScL+0adyPAYs100=,0
KqRsQU9MFpCTkicatXKI/Eeur+nJKyl8cUk6117aL+Q=,0
AiecEbw9sZUJy4AjDYZJHI5BImVF5qhIIYT0Fk3Q64k=,0
BMa0Y20BxW2Tp/9yRvFnnXZHlbkcPT0+fq8PyrRbD7U=,0
Hmu7qMJCpqQi0r57h6j3PJcWawG81GAFNQ4Dnk6idIE=,0
Q20cfaU5p+at7gcjVOwSSnTJutgNYeGqcoxl6WQae/Q=,0
zYpbIFoaQKAAw95XVH4o452T/MS23yYCOJu8fo/ebSs=,0
LGFfz4agImNcA31Y0pQfNG7xKKRICmP0lTx9YIpXS+c=,0
TGH6/PPs+UghS+4jLlrXRdjOf1bVLI8dtK+D9AtdNVs=,0
oLA9bO5eZtwZb0s5JmTyEPzeWURgYINTZq8ry+5GywE=,0
igtm2PZ8HNOcVBXeruUa1Ywq/SNwJD6q3osWTYTywbo=,0
RcQISOH+hTl9wX0zev/5sUMtkn1WYXkjWvXrAXbYgqI=,0
0Rd+7yG4lI4dArz/yweNzQS5NmHFAJ9ovLVFveAyVNM=,0
k8yazGuMbdlGeGDzQKV7wFtK8VghJv/wX1S0RjwNWzk=,0
SVtbr6Bj+tiKCbxg9u4P9x5k/SP4tuhxNPI0sclHd/U=,0
UZCsvuaNo13o99czgmC38LAzEar5xYsg1ELmutH4Npo=,0
NIWywPARqcRWmDis3e1kACEg0FcgrvUyCjG+EUIrV9g=,0
u0ReHKybfpEso+Y9GbOPxMbnbVIQywJZhrXGLDtnPuA=,0
HoNhY5Zbfn3f6wzqLJ9eXmtde2tHHrpkIXEa1wbuFlM=,0
uCDcEYn/oIjTEO+yZLGIgD88pm+5q70CLXKziGRUoqo=,0
xXyftdsWZ3N1UnBNrc7g2++ihcKBKyztgsR4vn7IsFw=,0
q2RPGqQKZlDqU5YBWgUi7mOdX/hmGRjZe6aDZKN7ppU=,0
zuJd7BsPNP5eaKqRKKkXcFn46XmFkc7LP4w6rxVR9+0=,0
LXsd39Vsiuo+8Ysu+rQfGSG3gjWQE7ckm73Qi/CxF1A=,0
nRjZXyzcxhcsI1fNMmpXDInstJ6RYdy5LD5qQwafMSA=,0
Is51OKap90LMOnz88/F05XyXh3wn610A+g5hVtDjbNg=,0
kiGHIMD1iIO+1RVI74TsM2SXhby6/FBdixnYDAO4beY=,0
jpPvbX2SfLEOJhUXxppszxDP4yLxo/Vbrxs3XT3TTaI=,0
C+uF0lLHUwb8M+eIZ71zbMLdEttJDacOq9N5NEnVH0k=,0
ROaxWCcHGB9mD37nPEmXLXMk5ctbSYOLWTI1ilFfKWs=,0
IbWq1mfi4O44VXfrGEKeBKtTwDJ/faHfUzLUffApH3o=,0
4P1cxwy9jPpxPlfPQMSxwnbhPyZxepiXQgrfjC7BwRM=,0
TOUc6CG9Q5WSyPSeCBPpP37XNih/u0gXEYz2XR1dki8=,0
OFklhorHD39Vtfg2fhUwwWLTP9yI52weE3B/Bb/X2xY=,0
MxLy+hETf7VFBHHxH+ZQP4q+9fE+WsXMmCSiflL8kJQ=,0
tQsnJ3Vhoj44p+BV1xmOCrA18p+PheREmpjmfOo4zRQ=,0
FRoRf/xyEYVhfNcJr9ZK0Yg+xxZRi5Mp1DlrrRkBC8Q=,0
M0uV7KqYduBCop/PeSVT2kb40JxezEjW/FC3/shUutg=,0
MV80zbpw3CClJYF30LLxu7LuUg/jaMq5mY5/Ot55XhI=,0
Ak/e+voNPLSDlNkggTqbI3WazpmkLdptLDkdyIo9d2g=,0
OTwBiQpXA/LHVCTuHFRo7aH/0nEWZSOGrjoq3ZYGbgI=,0
GdT92K+4vssmUhEX+d2bsB+It08oX42YZanfnli0aQI=,0
lJw0fgPIFLKBHSIBNU2ncUvPeO5sdRrgdCpEGvydYRA=,0
s83478+cTw4ZpN89ifWOViDyTCeUtT3uIqDEelcbKzY=,0
tK4Rer5sc+Wlap/wXH7S/8xeQMqj0WiOSHHCEY7WoOA=,0
bNnmnrWV8j7i9CgxG65PRdVmn/4BgtiwuWonI/Z0OXc=,0
ara+o01uKiepIAUujbhhbsjZSu4ogBsZ3OvAws4lbiQ=,0
OdQVCSt4b4GKPCgBehs0vO/5FCeM+VAy7Y1nFk2OgTU=,0
Q4lv4EmPsCph5jPxu+RJG+sj06HWOgu4zc2k0vZVQ0o=,0
1rD+aLuG8Zc2OJ9QzS0tQjLaS5w2xUwHDlMIPxToykU=,0
m7ckBjsHr9aXKWJqCeSs4tRcKIzAZttkTylSKmk3hsU=,0
3GZUSgoDb690vy7Zzc2x2/p9hmRMEgMyTsA6fbcMwqk=,0
e+7Mp6t4yqnR9aulm58uqJkcCZuGiCvp0DHFp5xwABI=,0
/f9SQ5Wm6k/j8iCXubQG+54xSd5LTfLaahXmgeoOxCw=,0
Vmk5M8rf6b0R7l54erglmIs1VNsPXBTdezsj4eNf+Ow=,0
esPl6QCspndmco9V9tJ9rgWr2348GvBGlVftSBaqU6g=,0
8qqp87JsuOiuFAnwLmGOSUI0CPWcwhLrVWcPL6jPiCc=,0
nySewalv2fEAs6kQyGm+L+LrERkJwimun9wTHUG4b/I=,0
8xDHSBXVndTbFHXBSZj4QjdU+VLtDhLJHeZubDiwWVY=,0
8b9MWUpFF8KTYsn+k1D96Uyt1Pirwf6c6HIgCluVchI=,0
TXR6BgxoXgq+Ht6gTbn0jBDK7TupkLVjsNer0t4D8nI=,0
C7BlFLUOgjRawIMAhi4JvSygqq6lHFL9JbinsIpMytU=,0
r3BwrXsahBi9jDq3Wrbnm5DqqnPYrfych8LnsxPfY1Y=,0
9SWr7YovCDXWpbKQfU42QzcrSaeImBu6odF8uZJTurc=,0
HI0XH1XJROVcB5xp1l71PgAUi8J1A8zRW0+MzGfihtw=,0
j1XozfI8DA6tQ4PkB0RQesOUHjz7hjnrOSRHYnxFYIU=,0
CFLQbXVGvfo6EzG4ZRgLWJtt/imMXw2Sr/gtVvfNTuk=,0
HZ+YjBwbyNKw66ljM+lx9F0IbqcU66/s4fldn8aE6IA=,0
HUgt2twDKaBCeqp1DjS2sAZQxv6m08roB3E7e7nMIO4=,0
pl9WrytMM8oA752pMubjX4Sc8OYRV2AYC0y4blunwjU=,0
g0ZP3YbaQAdo4YZ/1Hku0lufP/pY/MALV4IHoPm5VgM=,0
2/vcYoXDLOrGIXXRvOsfSBDHHYN7aKxqg2ndYRuN4JY=,0
udSzAMP1v/XrGWW1vGrupgAmEhmV2/cLvXJ1VxBe+q4=,0
Gp9fiEH4BxP6zTaaEYBoVITOk7gGWu15yOswABQBvXw=,0
6WoIl8xhl3kYn58PLUNYIJbbe5QtVV1BtGniTX9uXpE=,0
wmy6FnBDPOJJDhnLMrrCl35LHy4Ilhneluu/DG5pdZg=,0
yz7XtNDd73EYz4D8UlEmwv8e1u6ouaWIZv9nqueMEmo=,0
BW1jCbLUN/3oHkphri5ACNxRbQ+sp15HgP6ajcJDs2o=,0
Z1q1iQ+ohsnZM5scj3bJBc/l7eZTUVG/2X8jNB0OLvc=,0
v63aFimkRCqOefLVfaDZ3x/9CDGNTYaK7HuMZ97blZc=,0
9iBBasdvhafcp0oWe/H/TgwbXU3xR4Wf9T/6r7ECHpg=,0
OKl0kcckxgSpfa+ewQEhFTTBLckctHCnB8vlxBqXoaM=,0
P/sLuriVeUEhlMCA1VTFi09ErLZTgZe0y93oUEi2FyA=,0
YwPOPZmv8AgdlEi3/xXDv2a64SBog8VfZ1eyvBhIKt4=,0
yVN77HmIGrN8VWtg1Nj8VyQnhdgQagGm7JAMmMEkwIg=,0
ZyUDAjYVtvV06tXocIYcNGLfVMIsoKx/tjFATlMOb5E=,0
v151WNXJ14JqoJadhLPJ2ngbWqpfuavvq/eT/YUVxPQ=,0
XC0x2JzQIQJOorpDmb7q4vRmOIcp41EXPhn4JD6lJpA=,0
JcGFbL2DxujasxmplO0tDco19qY8eW5YjuNUNQdKmfU=,0
NMhjx8b+bFH2zkeGhdbPbn1za/XLhwwRmO++OhJ291o=,0
Lps1Rjm3SwwvRfvsqCE8/R9udddK5psKirCC+FvR2U0=,0
HFpNdhTOKsx8rEej5Gio6zIPQXEJ4ai3zGSFtuzuQdg=,0
HXjtKB+iLX/zqb5DDdCCG0VEW1nMrgWDRLcgXgiZMQA=,0
WggwF/cHyD6TPPU+VSCXgAIN25ggl7XsAfCePGo4rW4=,0
Uysq7AZGCx4f6V2jtGLSPIRei2LPnMJPiE3jUpHIaEE=,0
rrsoteAFmTalwz7N8m7cf+7Scr67OGs7O4gsheM5u/Q=,0
KYWurqbSHVUG2lEejmRi7pKT0isoVFhs3loxJQRC4G8=,0
MvvPMuAra9ZPvcUxLckz8C4TPfTIj8weFUBekR682GI=,0
rcq2UtnaF4Ajyl0lmK/BszYxdlaBYWDNrxCy38TF5xw=,0
OUZhWU13CIzMgyz9Eoqfd7MNYyzN+Papk8GbJL6I/KY=,0
d7sncFPZPl6BHm+1T+GkmP+I9Ue7/7nmqfZ54cGVd8c=,0
JAcKsbU3II/JHSpwfAa9fix5dy8BzwCGy+zsYd8QyEU=,0
5d1GkwEoLY4KH24UQP5fuIz5b8dft+dQeEYQ4qTIGzg=,0
YfkXvXFZJIbwJmWFOoZQyJGc+9+TIYvO2OII7u16628=,0
29XkyQk9OP+a17bEOHcG0iE2BHGyfhxnueBEZ/3io84=,0
6Q0zk/WqP901HDyr57glRrDYSR5uUQM9VCXwIIECNhg=,0
Fx4+lbYeNrwpfY2a7PBedksZooi/hmNWmOLrT5Cx9ZA=,0
R6xMSmwwzGuCfyRdd5TWRMGxEUAKgB772zU0C5T/ttM=,0
uh7no/b8rwXKd4+fIJJDfsv2fmNRq/l21k2vMdzEsgE=,0
hP3hx1XnA/EvDaWtDaSgt/nOV+nEmTR0vhJK4aLxewg=,0
WeSRQ3eE2Hia7y8xt7AN302fzb391dcNDG2DXMIP3co=,0
QjoIiIYYU6Juo2E4qCTaip7aejow4gRSaF5de1Tdxj4=,0
XFRbME0gZDBLcN+iIeiIqCY+5zzd+fPG4xJAaIpp4lo=,0
vH8FB64fXJFaJThE1f/gB3aUNLG6pb/dn7hhLV0rdeo=,0
HcWIouArBvZIkssLGlJ9P4pn7pYQDuYfetSOEI0AocE=,0
a3dUWeK4QZTpd2ZWSksy/XH51sozN8NWhzhnuCT6XFM=,0
yZf0+RJP2EBUPwbjEsS3qkHilE3Y78emkjUNeEx4tV0=,0
Bv/ZCGq3Vm8eGNkoOo0bOCExFaDefkiKT+YCOo9DV4U=,0
lUY3AsEZ3myXsUdaTDqk1NepeNaIhMreRCkr9ysUTJ4=,0
GnPd3iwEYmMLF2VMlVxaCMuXWV7wQOBRK8Vx5yz8xUQ=,0
xeyvG4y/8jjLwRNeO9w+9fHqSnRtt4SWrfgjcYjRYcc=,0
NWiETjZX2HNlCk+/NNxwYukHsIoLA8zb21Mbap9oDH4=,0
fZrj7QN2Qj+mOBtQpeVXlV6zNkzGJvYMzqaKGmRIH44=,0
dj4QbsooPscgW2wRvj+Ut3dTifReVnP/S48QAzbZ85M=,0
5URnuK+0naEcbAjs1fpBMCYp6V972AgkS/RcrIZOuHs=,0
zYU84ZoxvirPbR3sC0bX+YWq0sQArnOyCLm7EN4piQQ=,0
QSDo3ZufcUOe7ShNcfIVAZCuAXFDo7aJGibhkhcHmZE=,0
+BWNbZGJgEK3qlY5MDBofqzTDl9vtWB2GoP4Da+x6jo=,0
0BB3tSxp5CUK7x2KEYF8Z78qicqYxG1IYoL9Frsm9Xk=,0
B7DLD38vwouvjyni+NoWzKN7yKbP3T4Q8ikiN6FSsWA=,0
CD1lvuB21svKm3Kta6avpD+fUq8NvhN7PDaVC9Nb8vA=,0
/9GoTWaCz5Jqwdwws31wn5rBN3TvCzt1DMQACsvn1n4=,0
9vT3Hp/pJOg1CvKm5pQxh+3OgoQTTpR9RsyJONPmp38=,0
jffODod4iuForbtOBbIbT4c5YeX4dPl6AiEEYWflwSw=,0
9Ais+8SLfzW1JmKq/0y2Ld2QcZfGHcbuQw0M0fCk21g=,0
i/ypuVXSbKg0QE5Nv5m4v57JuCORZRnbMW3z0/VJS0M=,0
kGf6tPNLKB1J/GocZS2ri+rRLFFkPQLmH2Oq6tTqF3w=,0
rvZiOVS3ngAXnEktTdshvWAJYndys1ngfqYuo/LohXc=,0
q5YV+j1spywJywIwzBo6EyZHzaovXlTvFtWPvLJ2/9Y=,0
971WLIOPdiw1Xpf+8QKGsYDKnnG5izB46ZZx+cFp0IY=,0
03yGjxF8F20TayZ2im40DxNT+TS77bUc5YLgRKXXKaQ=,0
XfvyIFMkHg4YajLTwmPjhUnT8gLqvyeLgTfGJubdQIg=,0
nedF+qvwE3uCnsix0edDF0OAiqx34vGrko3j+LsuzYw=,0
K3BLeq3h/tpKbOVkKwWo6spLwN+XCay8XLSU2MJAbKk=,0
NFYX9XsgOZM95qUQlNORyu0NHF+1X3oldmcTw2mJw28=,0
Ch3Zt05oib4xqkWjtj3MrSk6Z/LOSroykS3emTIJ2BE=,0
qkZOUa4HpB/9trdAAVxz250OemRhTL6I2eV64vczGVQ=,0
NDlGSn3XgO0TqencwDrt9r/RaJ9XW4YKfVWARh4JZII=,0
g9amPf97Jg56DrQCOmbHgXnwu2Ldupyr51hntsU3qZU=,0
ya5lNwNcLw0lte+Xx1h2+dnLWIJ5dE5xbveAINKmwkw=,0
bQ2M6LRYzO0HaUtKTNkM0lDP+OwRHYglRZ1909nFIoA=,0
tYQMjmu3nqZDUnjme6StqxczjcrEnngKL+dedroimIU=,0
ZNi8HLC1x8FYRTDwMKy2tRFcy6Iu51CH7sRtY1v1qOk=,0
9H4KrKN2iQHy+SsuXwEyIotHlUrJ5X24hvD91alQJWc=,0
XcpdMOEB94Ndfy52RdCBq8CIYWejZsLlT5VLVPZyNFI=,0
1yQZgRdLITsNawXzSz24aT8TqqRq+HMEUp1yLj4NLwk=,0
typt4L5L0XD4HSLlDvxUpJm8WnvWt/rPlnCU2nQcKpE=,0
LSBdPX7Bjn1FUg/P06Z+uIjwDSx48Z6+Y+WHeQYDMUk=,0
NYtXp0rfGKR9YdeFeVpp1YbJWMCCCJlPaN2RenaLsGc=,0
kZQmCanFsKEiiSe9Kpy+TENOidvezFRJ8DjKWRyVUOI=,0
wgg++NaSGKw7UYVLoi7AOTZeuBwx8YO3JPEElMqFXcQ=,0
LniGw0BEqoOX+kUfMz9D9J2bR6guypiOpgcnpwWnVIE=,0
4QQV/gBVunR8azIxZpTRaD6G1E3PMbWE2dT6aJD+hMg=,0
vdrY080JCM7iY1eMTQEo0XSDW3PBIMxG467Ca3RTjbU=,0
miL7FT/Tw+SZ1dIrdufRPO5KlZs68QYXHI+MmZjd8X4=,0
elBEL7m0VRoX9M3TdFNPRM0MOmIdpYPenoJgJK5WCII=,0
ah+Z/J/MIaEldBa+cJ7B6NkELwpA7nYX+c0MJf7oyxY=,0
QHkyeFCTJjG/EOlmxgRdUb7nG+QlfkeWNMVFDmUgLag=,0
PvnNrnDsVqmyzHDdbe54OgpCTF3psCNcRUSngUN8E5Y=,0
u6XkFG7gnyNWlL066bCO1tnAxFvZdWFoxsaiNeA5YaY=,0
M6qKmWeIJd7x9Z5rdtdxr6hmYfbRsxwNSORYx4yrtf0=,0
Z39FHP+a5zB/MUD5hCQXkuNk6hbC5anV0vAKZ9z/xf8=,0
6AZBG8FkVFB+F1lbZQbEke8J22PDcxvtMMTmJ/KfrHk=,0
SQRZgqV9uf0rYSYv1kU8ka/DGQ1jstcGrhkPbrHgwsc=,0
HwPl9Sqpj6+rzLYDw3B6r+yAiDE1vJaQXim/y7uii98=,0
aQFcjyUMylWhg7ufBupK/Z2JSaa5o9CVcrC1AXk1dwY=,0
cSi/HI4tfz+FW03Ef3plgIhInfHdI5TQKMFynNjxHZ0=,0
y/sPdBi8j4/eTPeQbX1s5JstXpmOYnzu6oZNl97am8c=,0
yWjeEexVWvvbVndiGPr0mhOXHyuCaaPNFpBeDCvoRa8=,0
aUqKfU+9SeqimIrBCsDAf80Re4KxwTPFZMEihVCDabU=,0
JRLh710H92hshW0bPLJ5ttrE5qL/MSv8PKZza2h9ukc=,0
42HUX9tRmPXeQ1D6DcZcgC32jvkqOLUj5oUDF6x12zY=,0
g6ChJaJMAIOUSHLGG4nk/LeLQT3sZJWv1SnuET+z7Dk=,0
RfSxVle/+n1bpf2UNiaESGXlFufjBqyQekPDS69lkkA=,0
+lvPqDMIxLMAuVAJqLl4s+ALehWDNHU2zfMww43EXE8=,0
YrwCA3qct2tWlGhlwZpeznzvdo/Zwls8xB4d+rFROuM=,0
mRBae6uEaaXZ9D3gJRpRvT8ExXmD/n5ahIqb0dZyHMQ=,0
ey9xnSJkiiY5axlLnJT1NZCAYIG455uZby4sCi7NjuA=,0
LAFFu9WSDpcZfl30Z1RR3IpF0gmNsrukChCfZaD1C0Y=,0
/oTpJdN5KMG1cWPwYzzrf2PjBgu6dMVywlIw5vB5gBE=,0
fsOe+8Fv8PftI1UuDUnmXyBl3bxUA5YH+56c9a/z0JU=,0
oPt7s/jeX8iFLMjFgdwuA3ZDntF/ks9f6Y95A3xriCg=,0
vRW65R+PoohILf4ohjkKiOzJmbCmD3qXWSZLGx6jEdc=,0
PTvhfMEahi8rENjRsiGH3VG5G3eCJCMjbVmXVKoUlMc=,0
R4jl5JKfYFlakk5YL7CAA3wEMYBHXtBJuk78un6F0BE=,0
1w8B6Vj5wMJcmQtx4sYKWG6lVZPvZ0tg9L6jLYz+GKY=,0
oDjPyMXq8YKeH8trxYBL8g7WnQYbmrv60njZsNZ9whA=,0
APTWOJ8UFk1jRqa3cWS4xgWKUCQccIOmohsYeGXyBHo=,0
OcmTwMU1THwzXZpIDuOKgcEXUrQdNkDQatosOZ0xCp0=,0
aSLaN+K0bBxZLwkZFl8rIVVsiK1IwdU3C7MYRKOvNAQ=,0
P3wFtk2btmCcKFJiej8ZiC75ulRUrt/LuDCPW3Z3Vqw=,0
ki0LzqwDN7vcYkIvAymVfLuLRFZ/QngOB3qQNWojP+8=,0
vUu+lKbYs5NGT8xFYINtkegN1eZL5Ln2ywrPhT+LhRg=,0
vfG4eIQlwsO5Is3Djd1rzPwY8GdSawPvzu9AY8aw37g=,0
7obEFWG/c8tWGs2n+w/UnkuPyvrAoyGtbQnNIMV1s+I=,0
wlEH7xHA0hy/pEEnaxpE6wRGtswna/XA89VjxyBGXhs=,0
EFw1irzKvQOsG2WbuzKMgcdrekmrRDoyzcJmO4IUDDk=,0
VnnIY4eaRbf1l64gf0MinCcuu58Qsqi2Ql6gwFey9SI=,0
UMwNyPxzdAzogCZ09+ztwri7PWT8OIYJRzlMD1+LsWU=,0
2sCI7Ky8iH43klgVBSgDlTWt8WV4mJ4Pqr8gNVwhkcc=,0
0WF/X6YrFbiGWqmYjvdD1CqK9Hbr3zmXTd2PdTxf/ec=,0
nNT0WtnnIl7pANRcGZeeMkg//X3uh9U+s8EhWd2heRU=,0
AyWk6R0ZtVQ92KBKHUoNuhTZcvJtlO39MZpEMCiTDgM=,0
